rank,code_point_hex,char,doc_count
541,82e5,若,10069
542,5bfa,寺,10044
543,9632,防,10040
544,7387,率,10009
545,5bb3,害,10004
546,7d20,素,9947
547,591c,夜,9928
548,962a,阪,9915
549,4e4b,之,9903
550,5802,堂,9884
551,7834,破,9880
552,821e,舞,9825
553,6df1,深,9818
554,6a21,模,9801
555,4ee4,令,9791
556,7559,留,9781
557,5c3e,尾,9749
558,58f0,声,9734
558,65e9,早,9734
559,7a4d,積,9729
560,96e3,難,9719
561,5c06,将,9692
562,6d25,津,9690
563,52e2,勢,9686
564,6c38,永,9657
565,5ca9,岩,9644
566,5c45,居,9608
567,5eab,庫,9590
568,885b,衛,9574
569,5bc4,寄,9563
570,5ba2,客,9561
571,8a8c,誌,9557
572,7e54,織,9526
573,6ce2,波,9507
574,8d64,赤,9503
575,4f75,併,9493
576,9996,首,9471
577,4f55,何,9467
578,6e90,源,9453
579,5dee,差,9445
580,79cb,秋,9378
581,5bcc,富,9365
582,5fb4,徴,9356
583,5287,劇,9328
584,6388,授,9299
585,671b,望,9296
586,5186,円,9289
587,6557,敗,9272
588,661f,星,9257
589,5fa1,御,9235
590,65c5,旅,9228
591,8aad,読,9208
592,77ed,短,9207
593,8d8a,越,9205
594,79c0,秀,9132
595,89d2,角,9122
596,6574,整,9113
597,6848,案,9109
598,590f,夏,9108
599,5fb3,徳,9055
600,8535,蔵,9048
601,6a19,標,9022
602,8907,複,9018
603,706b,火,8990
604,968e,階,8965
605,8d70,走,8961
606,75c5,病,8952
607,5065,健,8943
608,6c42,求,8939
609,529f,功,8921
610,5948,奈,8913
611,4f4e,低,8909
612,632f,振,8907
613,6253,打,8905
614,7bc9,築,8883
615,60aa,悪,8881
616,6975,極,8857
617,74b0,環,8848
618,53f3,右,8842
619,8b1b,講,8824
620,9055,違,8820
621,968a,隊,8785
622,8c4a,豊,8747
623,8de1,跡,8742
624,5ef6,延,8736
625,63f4,援,8706
626,66ff,替,8689
627,6a39,樹,8676
628,653b,攻,8638
629,9060,遠,8614
630,5de6,左,8602
631,691c,検,8589
632,682a,株,8583
633,967d,陽,8569
634,5199,写,8562
635,98db,飛,8538
636,6bb5,段,8531
637,56f2,囲,8519
637,5f1f,弟,8519
638,520a,刊,8505
639,6750,材,8504
640,7ae0,章,8502
641,8ca0,負,8498
642,96a3,隣,8449
643,63a1,採,8421
644,767e,百,8416
645,5009,倉,8411
646,8d85,超,8382
647,6bba,殺,8343
648,79c1,私,8319
649,5e78,幸,8310
650,7fd2,習,8282
651,62e0,拠,8265
652,9031,週,8260
653,5742,坂,8237
654,7372,獲,8222
655,7a81,突,8155
656,5bc6,密,8152
657,96d1,雑,8134
658,8ca1,財,8132
659,6d5c,浜,8122
660,7aef,端,8084
661,9014,途,8072
662,7af6,競,8063
663,9806,順,8055
664,8fd4,返,8015
664,5bdf,察,8015
665,8857,街,7999
666,9999,香,7996
667,91cc,里,7981
668,63db,換,7966
669,9280,銀,7958
670,80cc,背,7956
671,8ab2,課,7938
672,8a73,詳,7925
673,5150,児,7895
674,666f,景,7892
675,8a5e,詞,7887
676,4ea1,亡,7881
677,505c,停,7840
678,8a3c,証,7828
679,629c,抜,7818
680,666e,普,7790
681,990a,養,7782
682,4e26,並,7775
683,7b97,算,7764
684,81f3,至,7752
685,7389,玉,7721
686,623f,房,7712
687,50cd,働,7708
688,76e4,盤,7671
689,59bb,妻,7653
690,5cb8,岸,7627
691,8b58,識,7626
692,83ef,華,7620
693,8ac7,談,7607
693,6e2f,港,7607
694,7b56,策,7606
694,52b9,効,7606
695,8f9e,辞,7605
696,606f,息,7598
696,6271,扱,7598
697,5a5a,婚,7594
698,51e6,処,7593
699,8b66,警,7582
700,8af8,諸,7567
701,66dc,曜,7556
702,4f11,休,7538
703,4e38,丸,7537
704,5e1d,帝,7529
705,5f85,待,7496
706,6cc1,況,7475
707,6563,散,7460
708,623b,戻,7447
709,8239,船,7442
710,8e8d,躍,7437
711,8ca9,販,7434
712,8cc0,賀,7423
713,5f92,徒,7410
714,6545,故,7393
715,5b97,宗,7379
716,7cbe,精,7377
717,8a33,訳,7372
718,7d76,絶,7359
719,533b,医,7346
720,8cb4,貴,7342
721,63cf,描,7329
722,6607,昇,7303
723,5eb7,康,7264
724,796d,祭,7238
725,4e5d,九,7235
726,5f66,彦,7230
727,5144,兄,7222
728,6c60,池,7208
729,5b9d,宝,7173
730,90f7,郷,7161
731,516d,六,7158
732,907a,遺,7143
733,95d8,闘,7112
734,5b87,宇,7101
735,6fc0,激,7065
736,7fa4,群,7054
737,56e0,因,7050
738,6cc9,泉,7044
739,517c,兼,7023
740,5b85,宅,6998
741,5e03,布,6996
742,8a31,許,6992
742,5a18,娘,6992
743,6e1b,減,6989
744,6804,栄,6982
745,627f,承,6916
746,70ba,為,6909
746,7d39,紹,6909
747,702c,瀬,6830
747,8056,聖,6830
748,71b1,熱,6811
749,4e71,乱,6781
750,639b,掛,6741
751,5e45,幅,6729
752,5e55,幕,6723
753,5584,善,6712
754,526f,副,6689
755,8a2a,訪,6657
756,899a,覚,6655
757,6075,恵,6649
758,5f18,弘,6635
759,8349,草,6632
760,4f3c,似,6611
760,8fb2,農,6611
761,983c,頼,6599
762,679a,枚,6595
763,76db,盛,6557
764,8840,血,6551
765,4fbf,便,6547
766,677f,板,6545
767,8fce,迎,6536
768,7bc0,節,6527
769,5177,具,6489
770,62e1,拡,6488
771,63b2,掲,6455
772,9ce5,鳥,6453
773,5e7c,幼,6452
774,8131,脱,6436
775,5bbf,宿,6434
776,5e81,庁,6412
777,5ba3,宣,6398
778,9759,静,6394
779,57f7,執,6382
780,5951,契,6378
781,81e3,臣,6376
782,9069,適,6362
783,6ca1,没,6353
784,5370,印,6346
785,76df,盟,6345
785,7d19,紙,6345
786,604b,恋,6339
787,820e,舎,6318
788,59ff,姿,6305
789,4e03,七,6299
790,7af9,竹,6296
791,904a,遊,6281
792,6ec5,滅,6276
793,5e2d,席,6274
794,90a6,邦,6263
795,58ca,壊,6260
796,9006,逆,6239
796,670d,服,6239
797,52e4,勤,6233
797,6c0f,氏,6233
798,9589,閉,6226
799,5247,則,6213
800,690d,植,6210
801,63a2,探,6208
802,643a,携,6184
803,7d66,給,6150
804,5019,候,6142
805,6d66,浦,6141
806,5f3e,弾,6099
807,3005,(様)々,6079
808,6297,抗,6073
809,4ef2,仲,6065
810,822a,航,6054
811,8a95,誕,6028
812,7d14,純,5999
813,64ae,撮,5980
814,5012,倒,5970
815,559c,喜,5968
816,585a,塚,5965
817,907f,避,5964
818,5727,圧,5945
819,9686,隆,5942
820,7fbd,羽,5902
821,4e01,丁,5900
822,967a,険,5897
823,7687,皇,5883
824,7d75,絵,5882
825,5922,夢,5863
826,6e29,温,5846
827,4f38,伸,5841
828,8001,老,5815
829,88cf,裏,5801
830,8cbb,費,5776
831,88ab,被,5774
832,5360,占,5750
833,6355,捕,5719
834,552f,唯,5715
835,56fa,固,5709
836,50b7,傷,5708
837,7247,片,5703
838,7b46,筆,5682
839,7956,祖,5666
840,79d8,秘,5653
841,7de0,締,5644
842,52b4,労,5641
843,8efd,軽,5627
844,8972,襲,5625
845,6df7,混,5615
846,4e5f,也,5604
847,5fe0,忠,5569
848,9732,露,5551
849,88d5,裕,5547
850,5371,危,5518
851,85ac,薬,5503
852,7df4,練,5464
853,5ead,庭,5456
854,9234,鈴,5448
855,6577,敷,5446
856,59b9,妹,5435
857,594f,奏,5425
858,63ee,揮,5403
859,7532,甲,5387
860,65e2,既,5334
861,8cb7,買,5329
862,6613,易,5320
863,4f59,余,5304
864,8f2a,輪,5295
865,8f38,輸,5293
866,9003,逃,5283
867,4eee,仮,5282
868,5024,値,5278
869,969c,障,5239
870,5e0c,希,5232
871,541b,君,5223
872,6f2b,漫,5199
873,81e8,臨,5183
873,7981,禁,5183
874,7bc4,範,5138
875,4f9d,依,5133
876,6298,折,5124
877,4ec1,仁,5112
878,5e79,幹,5103
879,667a,智,5075
880,5de1,巡,5071
881,77e2,矢,5070
882,5f01,弁,5065
883,9858,願,5054
884,5965,奥,5050
885,5439,吹,5041
886,9ec4,黄,5039
887,88c1,裁,5030
888,6176,慶,5026
889,6551,救,5006
890,64cd,操,4994
891,99c6,駆,4979
892,9b54,魔,4974
893,6e7e,湾,4964
894,9f8d,龍,4958
894,523b,刻,4958
895,9854,顔,4954
896,59c9,姉,4952
897,515a,党,4951
898,6575,敵,4941
899,5c04,射,4935
900,707d,災,4923
901,9451,鑑,4921
902,4fca,俊,4904
903,82e6,苦,4897
904,9ebb,麻,4894
905,7642,療,4893
906,8f03,較,4865
907,4e92,互,4853
908,8acb,請,4839
909,6e2c,測,4825
910,596a,奪,4801
911,62db,招,4767
912,7dd2,緒,4750
913,6daf,涯,4747
914,8352,荒,4734
914,963f,阿,4734
915,6b20,欠,4733
916,9e7f,鹿,4683
917,8a0e,討,4682
918,5b63,季,4667
919,7dad,維,4663
920,7e70,繰,4643
921,5211,刑,4609
922,67d3,染,4599
923,8863,衣,4596
924,5c64,層,4584
925,685c,桜,4583
926,8ddd,距,4578
927,7e01,縁,4567
928,51ac,冬,4566
929,62bc,押,4562
930,53b3,厳,4545
931,5426,否,4544
932,54f2,哲,4540
933,7f6a,罪,4539
934,62b1,抱,4533
935,718a,熊,4524
936,713c,焼,4520
937,7206,爆,4510
938,7a32,稲,4501
939,5de8,巨,4496
940,89e6,触,4486
941,5f8b,律,4478
942,5531,唱,4456
943,6211,我,4453
944,5c90,岐,4452
945,7591,疑,4444
946,8a98,誘,4442
947,96a0,隠,4439
948,7d0d,納,4428
949,6749,杉,4420
950,5b5d,孝,4402
951,7b11,笑,4399
952,4ff3,俳,4391
953,9152,酒,4376
954,5be9,審,4366
955,5947,奇,4364
956,8b72,譲,4363
957,66b4,暴,4350
958,7e41,繁,4343
959,9808,須,4331
960,8074,聴,4323
961,96c5,雅,4322
962,53cc,双,4313
963,984d,額,4298
964,539a,厚,4286
965,5f31,弱,4280
966,6d45,浅,4267
967,96f2,雲,4258
968,5bff,寿,4247
969,3005,(人)々,4244
970,98fe,飾,4242
971,4e9c,亜,4230
972,9663,陣,4220
973,5747,均,4217
974,6697,暗,4206
975,8aa0,誠,4203
976,5b6b,孫,4193
977,6bbf,殿,4179
978,656c,敬,4168
979,56f0,困,4164
980,6c96,沖,4162
981,99d0,駐,4159
982,6050,恐,4154
983,9045,遅,4149
984,6fa4,澤,4146
985,6279,批,4136
986,8336,茶,4127
987,7c21,簡,4122
988,793c,礼,4109
989,7dd1,緑,4105
990,8a89,誉,4102
991,96ea,雪,4094
992,8302,茂,4085
993,8f1d,輝,4068
994,97d3,韓,4059
995,6d69,浩,4047
996,602a,怪,4045
997,8cab,貫,4031
998,76ca,益,4026
999,7adc,竜,4023
1000,675f,束,4021
1001,7e2e,縮,3982
1002,8c6a,豪,3980
1003,7533,申,3977
1004,5800,堀,3975
1005,8cac,責,3956
1006,8089,肉,3950
1007,570f,圏,3948
1008,6b27,欧,3947
1009,5100,儀,3934
1009,52c7,勇,3934
1010,96e8,雨,3933
1011,5a66,婦,3932
1012,8ca2,貢,3883
1013,6bdb,毛,3881
1013,5df1,己,3881
1014,7267,牧,3863
1014,629e,択,3863
1015,4ecf,仏,3853
1016,672d,札,3845
1017,5230,到,3844
1018,51b7,冷,3843
1019,7d61,絡,3840
1020,5bdb,寛,3837
1021,9bae,鮮,3822
1022,66ae,暮,3820
1023,67b6,架,3816
1024,9063,遣,3808
1025,514d,免,3806
1026,5f69,彩,3798
1027,5feb,快,3786
1028,5145,充,3776
1028,67c4,柄,3776
1029,6674,晴,3766
1030,7ae5,童,3762
1031,7802,砂,3760
1032,72af,犯,3758
1033,790e,礎,3755
1034,4e18,丘,3754
1034,61b2,憲,3754
1035,9f62,齢,3745
1036,970a,霊,3734
1037,5e95,底,3725
1038,64a4,撤,3717
1039,67f3,柳,3715
1040,9084,還,3692
1040,60d1,惑,3692
1041,8a69,詩,3684
1042,5438,吸,3672
1043,8da3,趣,3670
1044,5d29,崩,3668
1045,6db2,液,3666
1046,6311,挑,3659
1047,81f4,致,3658
1048,4fb5,侵,3649
1049,9707,震,3645
1050,50be,傾,3644
1051,9aa8,骨,3634
1052,640d,損,3619
1053,660c,昌,3612
1054,8e0f,踏,3605
1055,624d,才,3596
1056,6cbc,沼,3594
1057,7f72,署,3588
1058,51a0,冠,3580
1059,6d6e,浮,3579
1060,6255,払,3565
1061,5c01,封,3554
1062,75c7,症,3552
1063,6e56,湖,3551
1064,6458,摘,3548
1065,8feb,迫,3529
1066,5104,億,3528
1067,52df,募,3526
1068,6f22,漢,3524
1069,58c1,壁,3521
1070,98ef,飯,3520
1071,5869,塩,3508
1072,95a3,閣,3503
1073,59eb,姫,3496
1074,5f70,彰,3489
1075,8ca8,貨,3480
1076,654f,敏,3470
1077,6469,摩,3466
1078,8ab0,誰,3461
1079,500d,倍,3458
1080,5b8f,宏,3455
1081,7b4b,筋,3454
1082,67a0,枠,3444
1083,8cfc,購,3441
1084,91dd,針,3438
1084,8cdb,賛,3438
1085,98f2,飲,3434
1086,5374,却,3431
1087,59d3,姓,3427
1087,7def,緯,3427
1088,5c1a,尚,3423
1089,9b5a,魚,3421
1090,7b54,答,3418
1091,5fb9,徹,3405
1092,6fc3,濃,3396
1093,5305,包,3395
1094,5373,即,3391
1095,885d,衝,3378
1096,4f2f,伯,3341
1097,6b8a,殊,3339
1098,5b99,宙,3335
1098,9db4,鶴,3335
1099,8aa4,誤,3331
1100,5263,剣,3323
1101,90f5,郵,3322
1102,9396,鎖,3313
1103,8377,荷,3311
1104,62ec,括,3300
1105,57cb,埋,3288
1106,6cf0,泰,3257
1107,65d7,旗,3253
1108,8a17,託,3239
1109,8a34,訴,3228
1110,8a13,訓,3224
1111,6885,梅,3223
1112,6717,朗,3204
1113,8155,腕,3198
1114,878d,融,3172
1114,5c0a,尊,3172
1115,6f6e,潮,3169
1116,85e9,藩,3168
1117,4ed9,仙,3166
1118,5f81,征,3160
1119,5915,夕,3157
1120,5e8a,床,3156
1121,7d22,索,3150
1122,7e04,縄,3146
1123,95b2,閲,3144
1124,5acc,嫌,3139
1125,7ffb,翻,3137
1126,71c3,燃,3129
1127,9665,陥,3122
1128,642d,搭,3115
1129,5192,冒,3112
1130,5f25,弥,3110
1131,6cb9,油,3104
1132,523a,刺,3097
1133,57fc,埼,3085
1134,5a01,威,3073
1135,679d,枝,3067
1136,76ae,皮,3058
1137,79d2,秒,3053
1138,72ed,狭,3042
1138,6291,抑,3042
1139,6790,析,3041
1140,708e,炎,3034
1141,62d3,拓,3031
1141,93ae,鎮,3031
1142,7ffc,翼,3029
1143,5e8f,序,3024
1144,7a3f,稿,3022
1145,7d05,紅,3020
1145,8d08,贈,3020
1146,8ce2,賢,3018
1147,773c,眼,3015
1148,7950,祐,3012
1149,4f0f,伏,3011
1150,9b3c,鬼,3002
1151,68a8,梨,2992
1152,829d,芝,2987
1153,9670,陰,2985
1154,90a3,那,2979
1155,7968,票,2975
1156,9a0e,騎,2974
1157,6e0b,渋,2973
1158,5e72,干,2971
1159,8b5c,譜,2970
1159,50da,僚,2970
1160,9867,顧,2969
1161,72ac,犬,2965
1162,5348,午,2959
1163,524a,削,2954
1164,82b3,芳,2950
1165,8266,艦,2941
1166,4e80,亀,2921
1167,83dc,菜,2917
1168,7551,畑,2907
1169,5893,墓,2903
1170,5c4a,届,2900
1171,616e,慮,2891
1172,62ab,披,2890
1173,8b1d,謝,2880
1174,8f14,輔,2879
1175,635c,捜,2871
1176,6e6f,湯,2870
1177,6392,排,2867
1178,8c9e,貞,2866
1179,4f73,佳,2864
1180,6012,怒,2861
1181,6e09,渉,2845
1182,93e1,鏡,2829
1183,8a70,詰,2828
1184,8f29,輩,2825
1185,6b32,欲,2822
1186,7965,祥,2810
1187,9cf4,鳴,2809
1188,5999,妙,2798
